"ID","Description","LocationAbbr","LocationDesc","DataSource","Topic","Data_Value","Sample_Size","Stratification1","StratificationId1","LocationDisplayOrder"
"601","2013","US","National","BRFSS","Obesity / Weight Status","20.9","160,091","College graduate","EDUCOGRAD","0"
"21631","2013","AL","Alabama","BRFSS","Obesity / Weight Status","27.6","1,658","College graduate","EDUCOGRAD","1"
"21112","2013","AK","Alaska","BRFSS","Obesity / Weight Status","21.2","1,571","College graduate","EDUCOGRAD","2"
"21313","2013","AZ","Arizona","BRFSS","Obesity / Weight Status","19.2","1,362","College graduate","EDUCOGRAD","4"
"14378","2013","AR","Arkansas","BRFSS","Obesity / Weight Status","27.2","1,318","College graduate","EDUCOGRAD","5"
"38130","2013","CA","California","BRFSS","Obesity / Weight Status","14.3","4,382","College graduate","EDUCOGRAD","6"
"20365","2013","CO","Colorado","BRFSS","Obesity / Weight Status","15.8","5,639","College graduate","EDUCOGRAD","8"
"20110","2013","CT","Connecticut","BRFSS","Obesity / Weight Status","18.6","3,207","College graduate","EDUCOGRAD","9"
"11694","2013","DE","Delaware","BRFSS","Obesity / Weight Status","24.7","1,747","College graduate","EDUCOGRAD","10"
"3086","2013","DC","District of Columbia","BRFSS","Obesity / Weight Status","13.7","2,947","College graduate","EDUCOGRAD","11"
"30407","2013","FL","Florida","BRFSS","Obesity / Weight Status","21.8","9,716","College graduate","EDUCOGRAD","12"
"30693","2013","GA","Georgia","BRFSS","Obesity / Weight Status","24.6","2,662","College graduate","EDUCOGRAD","13"
"34618","2013","HI","Hawaii","BRFSS","Obesity / Weight Status","15.7","2,979","College graduate","EDUCOGRAD","15"
"12591","2013","ID","Idaho","BRFSS","Obesity / Weight Status","24.2","1,688","College graduate","EDUCOGRAD","16"
"10072","2013","IL","Illinois","BRFSS","Obesity / Weight Status","22.8","2,045","College graduate","EDUCOGRAD","17"
"19600","2013","IN","Indiana","BRFSS","Obesity / Weight Status","25.4","2,811","College graduate","EDUCOGRAD","18"
"14133","2013","IA","Iowa","BRFSS","Obesity / Weight Status","26.7","2,378","College graduate","EDUCOGRAD","19"
"18066","2013","KS","Kansas","BRFSS","Obesity / Weight Status","25.1","7,729","College graduate","EDUCOGRAD","20"
"38475","2013","KY","Kentucky","BRFSS","Obesity / Weight Status","25.7","2,727","College graduate","EDUCOGRAD","21"
"38331","2013","LA","Louisiana","BRFSS","Obesity / Weight Status","25.8","1,600","College graduate","EDUCOGRAD","22"
"33409","2013","ME","Maine","BRFSS","Obesity / Weight Status","22.2","2,811","College graduate","EDUCOGRAD","23"
"18146","2013","MD","Maryland","BRFSS","Obesity / Weight Status","21.7","5,270","College graduate","EDUCOGRAD","24"
"21560","2013","MA","Massachusetts","BRFSS","Obesity / Weight Status","16.8","6,132","College graduate","EDUCOGRAD","25"
"38621","2013","MI","Michigan","BRFSS","Obesity / Weight Status","25.5","4,220","College graduate","EDUCOGRAD","26"
