"ID","Description","LocationAbbr","LocationDesc","DataSource","Topic","Data_Value","Sample_Size","Stratification1","StratificationId1","LocationDisplayOrder"
"28061","2013","MN","Minnesota","BRFSS","Obesity / Weight Status","19.1","5,583","College graduate","EDUCOGRAD","27"
"25767","2013","MS","Mississippi","BRFSS","Obesity / Weight Status","30.6","1,951","College graduate","EDUCOGRAD","28"
"11544","2013","MO","Missouri","BRFSS","Obesity / Weight Status","23.1","1,919","College graduate","EDUCOGRAD","29"
"26925","2013","MT","Montana","BRFSS","Obesity / Weight Status","20.5","2,958","College graduate","EDUCOGRAD","30"
"2190","2013","NE","Nebraska","BRFSS","Obesity / Weight Status","24.3","4,807","College graduate","EDUCOGRAD","31"
"7000","2013","NV","Nevada","BRFSS","Obesity / Weight Status","21.4","1,566","College graduate","EDUCOGRAD","32"
"18932","2013","NH","New Hampshire","BRFSS","Obesity / Weight Status","22.3","2,426","College graduate","EDUCOGRAD","33"
"20756","2013","NJ","New Jersey","BRFSS","Obesity / Weight Status","19.1","5,037","College graduate","EDUCOGRAD","34"
"18784","2013","NM","New Mexico","BRFSS","Obesity / Weight Status","18.3","2,843","College graduate","EDUCOGRAD","35"
"33484","2013","NY","New York","BRFSS","Obesity / Weight Status","17.1","3,570","College graduate","EDUCOGRAD","36"
"18529","2013","NC","North Carolina","BRFSS","Obesity / Weight Status","22.7","2,616","College graduate","EDUCOGRAD","37"
"1298","2013","ND","North Dakota","BRFSS","Obesity / Weight Status","26.8","2,211","College graduate","EDUCOGRAD","38"
"4043","2013","OH","Ohio","BRFSS","Obesity / Weight Status","24.6","3,422","College graduate","EDUCOGRAD","39"
"17735","2013","OK","Oklahoma","BRFSS","Obesity / Weight Status","28.3","2,329","College graduate","EDUCOGRAD","40"
"12292","2013","OR","Oregon","BRFSS","Obesity / Weight Status","17.9","2,232","College graduate","EDUCOGRAD","41"
"23781","2013","PA","Pennsylvania","BRFSS","Obesity / Weight Status","21","3,475","College graduate","EDUCOGRAD","42"
"24948","2013","RI","Rhode Island","BRFSS","Obesity / Weight Status","21.2","2,442","College graduate","EDUCOGRAD","44"
"35481","2013","SC","South Carolina","BRFSS","Obesity / Weight Status","25.4","3,284","College graduate","EDUCOGRAD","45"
"9520","2013","SD","South Dakota","BRFSS","Obesity / Weight Status","27.6","2,076","College graduate","EDUCOGRAD","46"
"33894","2013","TN","Tennessee","BRFSS","Obesity / Weight Status","27","1,494","College graduate","EDUCOGRAD","47"
"19077","2013","TX","Texas","BRFSS","Obesity / Weight Status","22.9","3,580","College graduate","EDUCOGRAD","48"
"4972","2013","UT","Utah","BRFSS","Obesity / Weight Status","20.8","4,335","College graduate","EDUCOGRAD","49"
"36684","2013","VT","Vermont","BRFSS","Obesity / Weight Status","16","2,530","College graduate","EDUCOGRAD","50"
"36540","2013","VA","Virginia","BRFSS","Obesity / Weight Status","21.4","3,157","College graduate","EDUCOGRAD","51"
"33844","2013","WA","Washington","BRFSS","Obesity / Weight Status","20.1","4,334","College graduate","EDUCOGRAD","53"
"26756","2013","WV","West Virginia","BRFSS","Obesity / Weight Status","31.7","1,384","College graduate","EDUCOGRAD","54"
"10462","2013","WI","Wisconsin","BRFSS","Obesity / Weight Status","23.1","1,908","College graduate","EDUCOGRAD","55"
"33095","2013","WY","Wyoming","BRFSS","Obesity / Weight Status","21.8","2,023","College graduate","EDUCOGRAD","56"
"703","2013","PR","Puerto Rico","BRFSS","Obesity / Weight Status","25.4","1,730","College graduate","EDUCOGRAD","72"
